conference,gender,name,image_urls,year
confoo.ca,male,Aurélien Levy,,2013
confoo.ca,male,Bashar Al-Fallouji,,2011
confoo.ca,male,Bastian Feder,,2011
confoo.ca,male,Bastian Hofmann,,2011
confoo.ca,male,Bastian Hofmann,,2012
confoo.ca,male,Bastian Hofmann,,2013
confoo.ca,male,Bastian Hofmann,,2014
confoo.ca,male,Benjamin Smith,,2014
confoo.ca,male,Benjamin Yoskovitz,,2011
confoo.ca,male,Ben Lamb,,2014
confoo.ca,male,Ben Ramsey,,2010
confoo.ca,male,Ben Straub,,2013
confoo.ca,male,Ben Straub,,2014
confoo.ca,male,Bertrand Dunogier,,2013
confoo.ca,male,Blaise Laflamme,,2011
confoo.ca,male,Blaise Laflamme,,2012
confoo.ca,male,Brendan Sera-Shriar,,2010
confoo.ca,male,Brian Rotsztein,,2012
confoo.ca,male,Bruce Momjian,,2012
confoo.ca,male,Bruce Momjian,,2013
confoo.ca,male,Bruce Momjian,,2014
confoo.ca,male,Bruno Morel,,2011
confoo.ca,male,Bruno Morel,,2014
confoo.ca,male,Bruno Morency,,2010
confoo.ca,male,Carl Mercier,,2010
confoo.ca,male,Carl Meyer,,2014
confoo.ca,male,Cedric Dugas,,2012
confoo.ca,male,Charles Nutter,,2012
confoo.ca,male,Christian Beauclair,,2010
confoo.ca,male,Christian Heilmann,,2011
confoo.ca,male,Christian Joudrey,,2013
confoo.ca,male,Christian Joudrey,,2014
confoo.ca,male,Christian Wenz,,2010
confoo.ca,male,Christian Wenz,,2011
confoo.ca,male,Christian Wenz,,2012
confoo.ca,male,Christian Wenz,,2013
confoo.ca,male,Christophe Villeneuve,,2011
confoo.ca,male,Clément Garnier,,2014
confoo.ca,male,Clément Oudot,,2011
confoo.ca,male,Damien Seguy,,2010
confoo.ca,male,Damien Seguy,,2011
confoo.ca,male,Damien Seguy,,2014
confoo.ca,male,Daniel Cousineau,,2013
confoo.ca,male,Daniel Glazman,,2011
confoo.ca,male,Darrel Miller,,2011
confoo.ca,male,Dave Stokes,,2012
confoo.ca,male,David Avenante,,2011
confoo.ca,male,David Gageot,,2013
confoo.ca,male,David Mirza,,2011
confoo.ca,male,David Mirza,,2012
confoo.ca,male,David Mirza,,2013
confoo.ca,male,David Winterbottom,,2011
confoo.ca,male,David Winterbottom,,2012
confoo.ca,male,David Zuelke,,2010
confoo.ca,male,David Zuelke,,2011
confoo.ca,male,David Zuelke,,2012
confoo.ca,male,Denis Boudreau,,2011
confoo.ca,male,Derick Rethans,,2010
confoo.ca,male,Derick Rethans,,2011
confoo.ca,male,Derick Rethans,,2012
confoo.ca,male,Derick Rethans,,2013
confoo.ca,male,Derick Rethans,,2014
confoo.ca,male,Derrick Ko,,2013
confoo.ca,male,Dustin Whittle,,2014
confoo.ca,male,Elie Sloïm,,2010
confoo.ca,male,Erez Harari,,2014
confoo.ca,male,Eric David Benari,,2010
confoo.ca,male,Eric De Carufel,,2014
confoo.ca,male,Eric Gingras,,2010
confoo.ca,male,Eric Hogue,,2014
confoo.ca,male,Eric Pickup,,2012
confoo.ca,male,Eric Pickup,,2013
confoo.ca,male,Eric Pickup,,2014
confoo.ca,male,Erik LeBel,,2014
confoo.ca,male,Erik Rose,,2013
confoo.ca,male,Ernst Perpignand,,2011
confoo.ca,male,Evan Prodromou,,2011
confoo.ca,male,Evan Prodromou,,2013
confoo.ca,male,Fabien Doiron,,2014
confoo.ca,male,Fabien Potencier,,2010
confoo.ca,male,Fabien Potencier,,2011
confoo.ca,male,Fabien Potencier,,2012
confoo.ca,male,Félix-Antoine Bourbonnais,,2012
confoo.ca,male,Felix De Vliegher,,2010
confoo.ca,male,Felix Trepanier,,2012
confoo.ca,male,Francis Blondeau,,2012
confoo.ca,male,Francis Blondeau,,2013
confoo.ca,male,Francis Piéraut,,2012
confoo.ca,male,Francis Toth,,2012
confoo.ca,male,Francis Toth,,2013
confoo.ca,male,Franck Simon,,2012
confoo.ca,male,Fred Brunel,,2012
confoo.ca,male,Frédéric Hardy,,2011
confoo.ca,male,Frédéric Harper,,2012
confoo.ca,male,Frédéric Harper,,2013
confoo.ca,male,Gabriel Grant,,2013
confoo.ca,male,Gabriel Tremblay,,2012
confoo.ca,male,Gabriel Tremblay,,2013
confoo.ca,male,Gael Pasgrimaud,,2011
confoo.ca,male,Georges Duverger,,2011
confoo.ca,male,Graham Weldon,,2011
confoo.ca,male,Gregor MacDougall,,2014
confoo.ca,male,Greg Price,,2013
confoo.ca,male,Guilherme Blanco,,2012
confoo.ca,male,Guillaume Pratte,,2010
confoo.ca,male,Guy Barrette,,2010
confoo.ca,male,Guy Barrette,,2013
confoo.ca,male,Guy Vigneault,,2012
confoo.ca,male,Hans-Christian Otto,,2011
confoo.ca,male,Heath Kesler,,2012
confoo.ca,male,Hugo Hamon,,2011
confoo.ca,male,Hugo Hamon,,2012
confoo.ca,male,Hugo Hamon,,2013
confoo.ca,male,Hugo Hamon,,2014
confoo.ca,male,Ian Barber,,2011
confoo.ca,male,Igor Wiedler,,2012
confoo.ca,male,Igor Wiedler,,2013
confoo.ca,male,Igor Wiedler,,2014
confoo.ca,male,Ilia Alshanetsky,,2010
confoo.ca,male,Ilia Alshanetsky,,2011
confoo.ca,male,Ilia Alshanetsky,,2012
confoo.ca,male,Ilia Alshanetsky,,2013
confoo.ca,male,Ilia Alshanetsky,,2014
confoo.ca,male,Israel Ekpo,,2010
confoo.ca,male,Jackson Harper,,2011
confoo.ca,male,Jake Smith,,2010
confoo.ca,male,Jake Smith,,2012
confoo.ca,male,Jake Smith,,2013
confoo.ca,male,Jakob Westhoff,,2011
confoo.ca,male,Jakob Westhoff,,2012
confoo.ca,male,James Chambers,,2014
confoo.ca,male,James Duncan,,2012
confoo.ca,male,James Tauber,,2010
confoo.ca,male,Jason Clark,,2014
confoo.ca,male,Jean Francois Arcand,,2010
confoo.ca,male,Jean Francois Arcand,,2011
confoo.ca,male,Jean-Louis Monteiro,,2013
confoo.ca,male,Jean-Luc David,,2011
confoo.ca,male,Jean-Luc David,,2014
confoo.ca,male,Jean-Marc Fontaine,,2012
confoo.ca,male,Jean-Rene Roy,,2011
confoo.ca,male,Jeremy Clarke,,2012
confoo.ca,male,Jeremy Cook,,2014
confoo.ca,male,Jeremy Deane,,2014
confoo.ca,male,Jimmy Bogard,,2013
confoo.ca,male,Jim O'Neill,,2013
confoo.ca,male,Joël Perras,,2010
confoo.ca,male,Joël Perras,,2011
confoo.ca,male,Joël Perras,,2012
confoo.ca,male,Joël Perras,,2013
confoo.ca,male,Joey deVilla,,2010
confoo.ca,male,Joey deVilla,,2012
confoo.ca,male,Johannes Schlüter,,2013
confoo.ca,male,John Coggeshall,,2011
confoo.ca,male,John Coggeshall,,2014
confoo.ca,male,John Lindquist,,2014
confoo.ca,male,John Mertic,,2010
confoo.ca,male,Jonathan LeBlanc,,2010
confoo.ca,male,Jonathan LeBlanc,,2012
confoo.ca,male,Jonathan LeBlanc,,2013
confoo.ca,male,Jonathan LeBlanc,,2014
confoo.ca,male,Jonathan Marcil,,2012
confoo.ca,male,Jonathan Marcil,,2013
confoo.ca,male,Jonathan Marcil,,2014
confoo.ca,male,Jonathan Wage,,2010
confoo.ca,male,Jon Hansen,,2010
confoo.ca,male,Jordan  Baker,,2010
confoo.ca,male,Jordan Kasper,,2014
confoo.ca,male,Jordi Boggiano,,2011
confoo.ca,male,Jordi Boggiano,,2012
confoo.ca,male,Joseph Wilk,,2012
confoo.ca,male,Joseph Wilk,,2013
confoo.ca,male,Josh Long,,2014
confoo.ca,male,Joshua Hull,,2011
confoo.ca,male,Joshua Hull,,2012
confoo.ca,male,Julian Egelstaff,,2010
confoo.ca,male,Julian Egelstaff,,2012
confoo.ca,male,Julien-Samuel Lacroix,,2011
confoo.ca,male,Juozas Kaziukenas,,2012
confoo.ca,male,Justin Klein Keane,,2014
confoo.ca,male,Justin Lee,,2014
confoo.ca,male,Kamran Bilgrami,,2012
confoo.ca,male,Karl Dubost,,2011
confoo.ca,male,Karl Dubost,,2012
confoo.ca,male,Keith Casey,,2012
confoo.ca,male,Ken Coar,,2011
confoo.ca,male,Kevin Bong,,2011
confoo.ca,male,Kevin Faustino,,2014
confoo.ca,male,Klaus Enzenhofer,,2013
confoo.ca,male,Kristian Lyngstøl,,2013
confoo.ca,male,Larry Bailin,,2010
confoo.ca,male,Laurent Desaulniers,,2014
confoo.ca,male,Laurent Duveau,,2010
confoo.ca,male,Laurent Villeneuve,,2010
confoo.ca,male,Laurent Villeneuve,,2012
confoo.ca,male,Leonard Teo,,2013
confoo.ca,male,Leonard Teo,,2014
confoo.ca,male,Louis-Philippe Carignan,,2012
confoo.ca,male,Louis-Philippe Huberdeau,,2010
confoo.ca,male,Louis-Philippe Huberdeau,,2013
confoo.ca,male,Louis-Philippe Perron,,2011
confoo.ca,male,Luan Cestari,,2014
confoo.ca,male,Luc Boudreau,,2012
confoo.ca,male,Lukas Kahwe Smith,,2012
confoo.ca,male,Magnus Hagander,,2013
confoo.ca,male,Magnus Hagander,,2014
confoo.ca,male,Marc-André Cournoyer,,2010
confoo.ca,male,Marc-André Lafortune,,2012
confoo.ca,male,Marc-André Lanciault,,2010
confoo.ca,male,Marc-André Lanciault,,2012
confoo.ca,male,Marc Boivin,,2011
confoo.ca,male,Marc Laporte,,2010
confoo.ca,male,Marc Laporte,,2011
confoo.ca,male,Marc Laporte,,2012
confoo.ca,male,Marc Poulin,,2011
confoo.ca,male,Marc Tardif,,2012
confoo.ca,male,Mario Cardinal,,2010
confoo.ca,male,Mark Bates,,2013
confoo.ca,male,Mark Pilgrim,,2010
confoo.ca,male,Markus Franz,,2010
confoo.ca,male,Martin Arvisais,,2012
confoo.ca,male,Martin Drapeau,,2012
confoo.ca,male,Martin Handfield,,2012
confoo.ca,male,Martin Handfield,,2014
confoo.ca,male,Martin Legris,,2010
confoo.ca,male,Martin Legris,,2011
confoo.ca,male,Martin Legris,,2012
confoo.ca,male,Martin Legris,,2013
confoo.ca,male,Mathias Verraes,,2014
confoo.ca,male,Mathieu Carbou,,2011
confoo.ca,male,Mathieu Dumoulin,,2013
confoo.ca,male,Mathieu Robin,,2012
confoo.ca,male,Matt Aimonetti,,2010
confoo.ca,male,Matthew Riley MacPherson,,2013
confoo.ca,male,Matthew Turland,,2011
confoo.ca,male,Matthieu Mezil,,2010
confoo.ca,male,Matt Knox,,2011
confoo.ca,male,Mehdi Guermazi,,2012
confoo.ca,male,Michael Bleigh,,2010
confoo.ca,male,Michaël Chaize,,2011
confoo.ca,male,Michael Maclean,,2011
confoo.ca,male,Michael Michalowicz,,2012
confoo.ca,male,Michael Peacock,,2012
confoo.ca,male,Michael Peacock,,2013
confoo.ca,male,Michael Peacock,,2014
confoo.ca,male,Michal Budzynski,,2012
confoo.ca,male,Michelangelo van Dam,,2011
confoo.ca,male,Mike Keith,,2011
confoo.ca,male,Mike McQuaid,,2012
confoo.ca,male,Mike Willbanks,,2010
confoo.ca,male,Mike Willbanks,,2011
confoo.ca,male,Mohammad Akif,,2010
confoo.ca,male,Nick Maiorano,,2013
confoo.ca,male,Nick Maiorano,,2014
confoo.ca,male,Nicolas Martignole,,2013
confoo.ca,male,Nicolas Steenhout,,2013
confoo.ca,male,Nicolas Toper,,2010
confoo.ca,male,Nik Charlebois,,2013
confoo.ca,male,Nik Garkusha,,2012
confoo.ca,male,Nikolas Charlebois-Laprade,,2012
confoo.ca,male,Olivier Gérardin,,2010
confoo.ca,male,Olivier Gourment,,2011
confoo.ca,male,Olivier Gourment,,2012
confoo.ca,male,Omar Bickell,,2012
confoo.ca,male,Pascal Charest,,2010
confoo.ca,male,Patrice Caron,,2010
confoo.ca,male,Patrick Chanezon,,2010
confoo.ca,male,Patrick Leckey,,2014
confoo.ca,male,Paul Bernier,,2011
confoo.ca,male,Paul Fenwick,,2014
confoo.ca,male,Paul Jones,,2010
confoo.ca,male,Paul Jones,,2011
confoo.ca,male,Paul Laberge,,2010
confoo.ca,male,Paul Reinheimer,,2010
confoo.ca,male,Paul Reinheimer,,2011
confoo.ca,male,Paul Reinheimer,,2012
confoo.ca,male,Paul Reinheimer,,2013
confoo.ca,male,Paul Robbins,,2011
confoo.ca,male,Paul Ryan,,2014
confoo.ca,male,Pedro Kroger,,2014
confoo.ca,male,Philippe Arteau,,2013
confoo.ca,male,Philippe Arteau,,2014
confoo.ca,male,Philippe Gamache,,2011
confoo.ca,male,Philippe Gamache,,2012
confoo.ca,male,Philip Ross,,2010
confoo.ca,male,Philip Tellis,,2010
confoo.ca,male,Philip Tellis,,2011
confoo.ca,male,Philip Tellis,,2012
confoo.ca,male,Philip Tellis,,2014
confoo.ca,male,Pierre-Luc Beaudoin,,2010
confoo.ca,male,Pierrick Charron,,2011
confoo.ca,male,Quentin Adam,,2011
confoo.ca,male,Rafael Dohms,,2013
confoo.ca,male,Raphael Goetter,,2011
confoo.ca,male,Raphaël Rougeron,,2010
confoo.ca,male,Raphaël Rougeron,,2012
confoo.ca,male,Raphaël Rougeron,,2014
confoo.ca,male,Rasmus Lerdorf,,2010
confoo.ca,male,Raymond Hettinger,,2010
confoo.ca,male,Rémi Prévost,,2011
confoo.ca,male,Rémi Prévost,,2013
confoo.ca,male,Remy Savard,,2012
confoo.ca,male,Remy Savard,,2013
confoo.ca,male,Rick Copeland,,2012
confoo.ca,male,Rida Benjelloun,,2010
confoo.ca,male,Rob Allen,,2011
confoo.ca,male,Robert Nyman,,2011
confoo.ca,male,Rob Richards,,2010
confoo.ca,male,Ross Tuck,,2013
confoo.ca,male,Sandi Metz,,2013
confoo.ca,male,Santiago Paiva,,2014
confoo.ca,male,Scott Hanselman,,2014
confoo.ca,male,Scott Klein,,2013
confoo.ca,male,Scott MacVicar,,2010
confoo.ca,male,Scott MacVicar,,2011
confoo.ca,male,Scott Mattocks,,2013
confoo.ca,male,Sean Coates,,2011
confoo.ca,male,Sean Coates,,2012
confoo.ca,male,Sean Coates,,2013
confoo.ca,male,Sean Smith,,2014
confoo.ca,male,Sean Yo,,2012
confoo.ca,male,Sean Yo,,2014
confoo.ca,male,Sebastian Bergmann,,2010
confoo.ca,male,Sebastian Bergmann,,2011
confoo.ca,male,Sebastian Bergmann,,2012
confoo.ca,male,Sebastian Bergmann,,2013
confoo.ca,male,Sebastian Bergmann,,2014
confoo.ca,male,Sebastian Schürmann,,2011
confoo.ca,male,Sébastien Delorme,,2011
confoo.ca,male,Sébastien Douche,,2011
confoo.ca,male,Sébastien Douche,,2012
confoo.ca,male,Sébastien Douche,,2013
confoo.ca,male,Sébastien Douche,,2014
confoo.ca,male,Sébastien Gioria,,2010
confoo.ca,male,Sébastien Gioria,,2011
confoo.ca,male,Sébastien Gioria,,2012
confoo.ca,male,Sébastien Gioria,,2013
confoo.ca,male,Sébastien Pierre,,2011
confoo.ca,male,Sherif Koussa,,2013
confoo.ca,male,Sherif Zaroubi,,2010
confoo.ca,male,Simon Mathieu,,2010
confoo.ca,male,Simon Tremblay,,2012
confoo.ca,male,Stefan Koopmanschap,,2010
confoo.ca,male,Stefan Priebsch,,2010
confoo.ca,male,Stefan Priebsch,,2011
confoo.ca,male,Stefan Priebsch,,2012
confoo.ca,male,Stefan Priebsch,,2013
confoo.ca,male,Stefan Priebsch,,2014
confoo.ca,male,Steffan Surdek,,2012
confoo.ca,male,Stephan Hochdoerfer,,2014
confoo.ca,male,Stephan Hochdörfer,,2013
confoo.ca,male,Steve Sanderson,,2013
confoo.ca,male,Stoyan Stefanov,,2011
confoo.ca,male,Sunny Gleason,,2011
confoo.ca,male,Sunny Gleason,,2014
confoo.ca,male,Sylvain Carle,,2011
confoo.ca,male,Sylvain Maret,,2011
confoo.ca,male,Tarek Ziadé,,2010
confoo.ca,male,Ted Han,,2011
confoo.ca,male,Thijs Feryn,,2011
confoo.ca,male,Thijs Feryn,,2012
confoo.ca,male,Tobias Schlitt,,2011
confoo.ca,male,Tobias Schlitt,,2012
confoo.ca,male,Tobias Schlitt,,2013
confoo.ca,male,Tobias Schlitt,,2014
confoo.ca,male,Toni Gemayel,,2013
confoo.ca,male,Toufic Sbeiti,,2014
confoo.ca,male,Travis Swicegood,,2010
confoo.ca,male,Travis Swicegood,,2011
confoo.ca,male,Vance Lucas,,2011
confoo.ca,male,Vance Lucas,,2012
confoo.ca,male,Vincent Crépin,,2010
confoo.ca,male,Vincent François,,2010
confoo.ca,male,Vincent François,,2011
confoo.ca,male,Vincent Grondin,,2010
confoo.ca,male,Vincent Tencé,,2012
confoo.ca,male,Vincent Tencé,,2014
confoo.ca,male,Wolfgang Goerlich,,2014
confoo.ca,male,Yannick Brosseau,,2011
confoo.ca,male,Yannick Brosseau,,2012
confoo.ca,male,Yannick Pavard,,2011
confoo.ca,male,Yann  Larrivee,,2014
confoo.ca,mostly_female,Kyle Simpson,,2013
confoo.ca,mostly_female,Rocío Alvarado,,2013
confoo.ca,mostly_male,Chris Cornutt,,2013
confoo.ca,mostly_male,Chris Cornutt,,2014
confoo.ca,mostly_male,Chris Shiflett,,2010
confoo.ca,mostly_male,Cody A.W. Somerville,,2014
confoo.ca,mostly_male,Cory Fowler,,2010
confoo.ca,mostly_male,Cory Fowler,,2011
confoo.ca,mostly_male,Manny Elawar,,2014
confoo.ca,mostly_male,Morgan Tocker,,2010
confoo.ca,mostly_male,Morgan Tocker,,2011
confoo.ca,mostly_male,Morgan Tocker,,2014
confoo.ca,mostly_male,Pradeep Elankumaran,,2010
confoo.ca,mostly_male,Rowan Merewood,,2012
confoo.ca,mostly_male,Sasha Goldshtein,,2014
confoo.ca,mostly_male,Satish Tallapaka,,2012
confoo.ca,mostly_male,Terry Chay,,2010
Continuum,andy,Chang She,,2013
Continuum,andy,Gabor Szabo,,2013
Continuum,andy,Kartherine Chuang,,2013
Continuum,andy,Krishna Sankar,,2013
Continuum,andy,Min Ragan-Kelley,,2013
Continuum,andy,Prashanth Mundkur,,2013
Continuum,andy,Shreyas Cholia,,2013
Continuum,female,Angelica Pando,,2013
Continuum,female,Katherine Chuang,,2013
Continuum,male,André Karpištšenko,,2013
Continuum,male,Anthony Scopatz,,2013
Continuum,male,Bryan Van de Ven,,2013
Continuum,male,Charles Doutriaux,,2013
Continuum,male,Christopher Roach,,2013
Continuum,male,Dan Gunter,,2013
Continuum,male,Dave Himrod,,2013
Continuum,male,David Schachter,,2013
Continuum,male,Davin Potts,,2013
Continuum,male,Elias Freider,,2013
Continuum,male,Fernando Perez,,2013
Continuum,male,Henrik Brink,,2013
Continuum,male,Jake Vanderplas,,2013
Continuum,male,James Powell,,2013
Continuum,male,Jason Rudy,,2013
Continuum,male,Josh Levy,,2013
Continuum,male,Mike Muller,,2013
Continuum,male,Olivier Grisel,,2013
Continuum,male,Patrick Wendell,,2013
Continuum,male,Peter Norvig,,2013
Continuum,male,Robert Brewer,,2013
Continuum,male,Steve Kannan,,2013
Continuum,male,Thomas Wiecki,,2013
Continuum,male,Travis Oliphant,,2013
Continuum,male,Ville Tuulos,,2013
Continuum,male,Wes McKinney,,2013
Continuum,mostly_female,Lynn Cherny,,2013
Continuum,mostly_male,Ryan Faulkner,,2013
Copenhagen JS,male,Björn Söderqvist,,2012
Copenhagen JS,male,Camilo Tapia,,2012
Copenhagen JS,male,Daniel Pouzemski,,2012
Copenhagen JS,male,David Björklund,,2012
Copenhagen JS,male,Ian Jørgensen,,2012
Copenhagen JS,male,Jacob Andersen,,2012
Copenhagen JS,male,Mads Hartmann Jensen,,2012
Copenhagen JS,male,Olav Junker Kjær,,2012
Copenhagen JS,male,Patric Jonsson,,2012
Copenhagen JS,male,Peter Müller,,2012
Copenhagen JS,male,Richard Olsson,,2012
Copenhagen JS,male,Simon Højberg,,2012
Copenhagen JS,male,Torbjörn Josefsson,,2012
curtin,andy,Yarko Tymciurak,,2014
curtin,female,Naomi Ceder,,2014
curtin,male,Dave Beazley,,2014
DevCon5,andy,Dr. Ronjon Nag,,2012
DevCon5,andy,Sy Choudhury,,2012
DevCon5,andy,Zhenyao Mo,,2012
DevCon5,male,Andrew Lunny,,2012
DevCon5,male,David Kaneda,,2012
DevCon5,male,Jason Hoffman,,2012
DevCon5,male,Kenneth Russell,,2012
DevCon5,male,Peter Lubbers,,2012
DevCon5,mostly_female,Kiran Prasad,,2012
DevconTLV Feb,andy,Aviran  Mordo,,2013
DevconTLV Feb,andy,Haggai Shachar,,2013
DevconTLV Feb,andy,Sim Zacks,,2013
DevconTLV Feb,andy,Yerdana Meymann,,2013
DevconTLV Feb,male,Amir Shevat,,2013
DevconTLV Feb,male,Armin Ronacher,,2013
DevconTLV Feb,male,Assaf  Perry,,2013
DevconTLV Feb,male,Baruch Sadogursky,,2013
DevconTLV Feb,male,Damien Katz,,2013
DevconTLV Feb,male,David Hengefeld,,2013
DevconTLV Feb,male,Dror Helper,,2013
DevconTLV Feb,male,Evgeny Goldin,,2013
DevconTLV Feb,male,Gil Zilberfeld,,2013
DevconTLV Feb,male,Idan  Gazit,,2013
DevconTLV Feb,male,Ido Green,,2013
DevconTLV Feb,male,Jan Krutisch,,2013
DevconTLV Feb,male,Kenneth Reitz,,2013
DevconTLV Feb,male,Ronen Narkis,,2013
DevconTLV Feb,male,Stas Krichevsky,,2013
DevconTLV Feb,male,Thorben Schröder,,2013
DevconTLV Feb,male,Tomer Gabel,,2013
DevconTLV Feb,male,Yuval  Yeret,,2013
DevconTLV January,male,Avi Kivity,,2014
DevconTLV January,male,Avishai Ish-Shalom,,2014
DevconTLV January,male,Boris Nadion,,2014
DevconTLV January,male,Elad Shapira,,2014
DevconTLV January,male,Evgeny Zislis,,2014
DevconTLV January,male,Leonid Mirsky,,2014
DevconTLV January,male,Ophir Cohen,,2014
DevconTLV January,male,Pavel Suchman,,2014
DevconTLV January,male,Ron Schwartz,,2014
DevconTLV January,male,Shai Kerer,,2014
DevconTLV January,male,Yoav Abrahami,,2014
DevconTLV June,andy,Roi Lipman,,2013
DevconTLV June,male,Dirkjan Bussink,,2013
DevconTLV June,male,Efim Dimenstein,,2013
DevconTLV June,male,Eric Redmond,,2013
DevconTLV June,male,Francesco Cesarini,,2013
DevconTLV June,male,Gary Levitt,,2013
DevconTLV June,male,Ido Green,,2013
DevconTLV June,male,Luke Hefson,,2013
DevconTLV June,male,Ole Michaelis,,2013
DevconTLV June,male,Stephen  Blum,,2013
DevconTLV June,male,Vitaly Kushner,,2013
DevconTLV June,male,Yair Adato,,2013
DevconTLV June,male,Yossef Mendelssohn,,2013
DevconTLV October,andy,Aviran  Mordo,,2013
DevconTLV October,male,Alon Eizenman,,2013
DevconTLV October,male,Andre Arko,,2013
DevconTLV October,male,David Bonilla,,2013
DevconTLV October,male,Konstantin Haase,,2013
DevconTLV October,male,Ofer Ron,,2013
DevconTLV October,male,Ori Hoch,,2013
DevconTLV October,male,Vincent Marti,,2013
DevconTLV October,mostly_male,João M. D.  Moura,,2013
developerweek.com,andy,Adron Hall,,2013
developerweek.com,andy,Amrit Jassal,,2014
developerweek.com,andy,Anant Narayanan,,2013
developerweek.com,andy,Ankur Goyal,,2014
developerweek.com,andy,Bear Travis,,2013
developerweek.com,andy,Chanu Damarla,,2013
developerweek.com,andy,Jasdeep Jaitla,,2013
developerweek.com,andy,Nishant Patel,,2014
developerweek.com,andy,Ojas Patel,,2013
developerweek.com,andy,Ojas Rege,,2013
developerweek.com,andy,Paras Wadehra,,2013
developerweek.com,andy,Pat Patterson,,2013
developerweek.com,andy,Pragati Ogal Rai,,2013
developerweek.com,andy,Selby Walker,,2014
developerweek.com,andy,Shaunak  Kashyap,,2014
developerweek.com,andy,Shayan Zadeh,,2014
developerweek.com,andy,Tobiah Marks,,2014
developerweek.com,andy,Ty Amell,,2013
developerweek.com,andy,Vasu Durgavarjhula,,2013
developerweek.com,andy,Virendra Vase,,2014
developerweek.com,andy,Yow-Hann Lee,,2014
developerweek.com,female,Amy Jollymore,,2014
developerweek.com,female,Anna Chiara Bellini,,2014
developerweek.com,female,Anne Ward,,2014
developerweek.com,female,Arabella Santiago,,2014
developerweek.com,female,Christine Matheney,,2014
developerweek.com,female,Dana Crane,,2014
developerweek.com,female,Doris Chen,,2013
developerweek.com,female,Doris Chen,,2014
developerweek.com,female,Eli Bozeman,,2013
developerweek.com,female,Erica Weiss Tjader,,2013
developerweek.com,female,Farah Giga,,2013
developerweek.com,female,Fumi Matsumoto,,2013
developerweek.com,female,Jennifer Davis,,2014
developerweek.com,female,JoAn Yamani,,2014
developerweek.com,female,Joni Rustulka,,2013
